inventory_id,product_id,warehouse_id,snapshot_date,quantity_on_hand,reorder_level,is_below_reorder
INV-P0033-WH-EAST-20220730,P0033,WH-EAST,2022-07-30,740,104,False
INV-P0092-WH-WEST-20230426,P0092,WH-WEST,2023-04-26,760,61,False
INV-P0035-WH-WEST-20231023,P0035,WH-WEST,2023-10-23,1573,148,False
INV-P0467-WH-NORTH-20220302,P0467,WH-NORTH,2022-03-02,413,104,False
INV-P0074-WH-CENTRAL-20220730,P0074,WH-CENTRAL,2022-07-30,947,127,False
INV-P0075-WH-SOUTH-20220928,P0075,WH-SOUTH,2022-09-28,209,24,False
INV-P0147-WH-EAST-20220131,P0147,WH-EAST,2022-01-31,863,121,False
INV-P0223-WH-SOUTH-20220928,P0223,WH-SOUTH,2022-09-28,868,132,False
INV-P0047-WH-WEST-20221028,P0047,WH-WEST,2022-10-28,485,103,False
INV-P0148-WH-NORTH-20220501,P0148,WH-NORTH,2022-05-01,796,135,False
INV-P0043-WH-WEST-20220101,P0043,WH-WEST,2022-01-01,358,45,False
INV-P0093-WH-NORTH-20230625,P0093,WH-NORTH,2023-06-25,453,57,False
INV-P0043-WH-EAST-20231222,P0043,WH-EAST,2023-12-22,692,21,False
INV-P0262-WH-NORTH-20230225,P0262,WH-NORTH,2023-02-25,371,114,False
INV-P0049-WH-CENTRAL-20221127,P0049,WH-CENTRAL,2022-11-27,984,87,False
INV-P0452-WH-EAST-20231122,P0452,WH-EAST,2023-11-22,1293,67,False
INV-P0148-WH-WEST-20230327,P0148,WH-WEST,2023-03-27,570,34,False
INV-P0004-WH-EAST-20220401,P0004,WH-EAST,2022-04-01,612,33,False
INV-P0063-WH-SOUTH-20220531,P0063,WH-SOUTH,2022-05-31,1252,106,False
INV-P0446-WH-CENTRAL-20221227,P0446,WH-CENTRAL,2022-12-27,985,39,False
INV-P0023-WH-NORTH-20221127,P0023,WH-NORTH,2022-11-27,419,32,False
INV-P0272-WH-SOUTH-20230225,P0272,WH-SOUTH,2023-02-25,1256,59,False
INV-P0415-WH-WEST-20230225,P0415,WH-WEST,2023-02-25,1036,119,False
INV-P0122-WH-WEST-20220101,P0122,WH-WEST,2022-01-01,277,115,False
INV-P0006-WH-SOUTH-20230225,P0006,WH-SOUTH,2023-02-25,945,87,False
INV-P0045-WH-SOUTH-20221227,P0045,WH-SOUTH,2022-12-27,769,49,False
INV-P0324-WH-CENTRAL-20231023,P0324,WH-CENTRAL,2023-10-23,1642,99,False
INV-P0371-WH-SOUTH-20230725,P0371,WH-SOUTH,2023-07-25,605,73,False
INV-P0289-WH-SOUTH-20220131,P0289,WH-SOUTH,2022-01-31,892,75,False
INV-P0386-WH-WEST-20221127,P0386,WH-WEST,2022-11-27,1143,48,False
INV-P0377-WH-EAST-20221028,P0377,WH-EAST,2022-10-28,630,90,False
INV-P0062-WH-EAST-20220531,P0062,WH-EAST,2022-05-31,182,135,False
INV-P0173-WH-CENTRAL-20231122,P0173,WH-CENTRAL,2023-11-22,1147,51,False
INV-P0434-WH-WEST-20221028,P0434,WH-WEST,2022-10-28,624,135,False
INV-P0329-WH-CENTRAL-20221227,P0329,WH-CENTRAL,2022-12-27,497,54,False
INV-P0181-WH-EAST-20231023,P0181,WH-EAST,2023-10-23,1712,96,False
INV-P0464-WH-CENTRAL-20230824,P0464,WH-CENTRAL,2023-08-24,602,67,False
INV-P0304-WH-CENTRAL-20230126,P0304,WH-CENTRAL,2023-01-26,1347,87,False
INV-P0189-WH-WEST-20231023,P0189,WH-WEST,2023-10-23,1055,110,False
INV-P0009-WH-SOUTH-20230625,P0009,WH-SOUTH,2023-06-25,709,140,False
INV-P0450-WH-CENTRAL-20230725,P0450,WH-CENTRAL,2023-07-25,842,136,False
INV-P0382-WH-EAST-20231222,P0382,WH-EAST,2023-12-22,846,52,False
INV-P0348-WH-SOUTH-20231023,P0348,WH-SOUTH,2023-10-23,471,86,False
INV-P0297-WH-NORTH-20230824,P0297,WH-NORTH,2023-08-24,816,104,False
INV-P0042-WH-WEST-20220131,P0042,WH-WEST,2022-01-31,532,45,False
INV-P0421-WH-NORTH-20231222,P0421,WH-NORTH,2023-12-22,1692,81,False
INV-P0298-WH-WEST-20231122,P0298,WH-WEST,2023-11-22,606,94,False
INV-P0469-WH-SOUTH-20220531,P0469,WH-SOUTH,2022-05-31,867,56,False
INV-P0015-WH-WEST-20230526,P0015,WH-WEST,2023-05-26,1077,63,False
INV-P0015-WH-EAST-20221227,P0015,WH-EAST,2022-12-27,541,54,False
INV-P0370-WH-NORTH-20230225,P0370,WH-NORTH,2023-02-25,762,78,False
INV-P0360-WH-EAST-20230923,P0360,WH-EAST,2023-09-23,840,61,False
INV-P0198-WH-CENTRAL-20220302,P0198,WH-CENTRAL,2022-03-02,666,145,False
INV-P0344-WH-EAST-20221227,P0344,WH-EAST,2022-12-27,503,57,False
INV-P0058-WH-WEST-20220531,P0058,WH-WEST,2022-05-31,953,24,False
INV-P0128-WH-WEST-20221227,P0128,WH-WEST,2022-12-27,397,119,False
INV-P0388-WH-SOUTH-20230225,P0388,WH-SOUTH,2023-02-25,1293,119,False
INV-P0438-WH-SOUTH-20220829,P0438,WH-SOUTH,2022-08-29,118,48,False
INV-P0397-WH-SOUTH-20230526,P0397,WH-SOUTH,2023-05-26,475,56,False
INV-P0113-WH-WEST-20231023,P0113,WH-WEST,2023-10-23,1475,103,False
INV-P0055-WH-WEST-20230225,P0055,WH-WEST,2023-02-25,345,26,False
INV-P0062-WH-EAST-20220829,P0062,WH-EAST,2022-08-29,137,135,False
INV-P0047-WH-NORTH-20230126,P0047,WH-NORTH,2023-01-26,667,91,False
INV-P0364-WH-EAST-20230526,P0364,WH-EAST,2023-05-26,569,53,False
INV-P0037-WH-WEST-20220531,P0037,WH-WEST,2022-05-31,102,117,True
INV-P0115-WH-WEST-20230225,P0115,WH-WEST,2023-02-25,566,97,False
INV-P0458-WH-EAST-20220630,P0458,WH-EAST,2022-06-30,382,55,False
INV-P0240-WH-EAST-20231023,P0240,WH-EAST,2023-10-23,1251,79,False
INV-P0084-WH-EAST-20221127,P0084,WH-EAST,2022-11-27,489,114,False
INV-P0152-WH-CENTRAL-20230126,P0152,WH-CENTRAL,2023-01-26,905,23,False
INV-P0398-WH-SOUTH-20230526,P0398,WH-SOUTH,2023-05-26,1211,93,False
INV-P0277-WH-CENTRAL-20221127,P0277,WH-CENTRAL,2022-11-27,1252,44,False
INV-P0458-WH-NORTH-20220101,P0458,WH-NORTH,2022-01-01,542,45,False
INV-P0433-WH-WEST-20221028,P0433,WH-WEST,2022-10-28,1157,57,False
INV-P0112-WH-WEST-20230225,P0112,WH-WEST,2023-02-25,223,50,False
INV-P0018-WH-EAST-20220730,P0018,WH-EAST,2022-07-30,275,126,False
INV-P0278-WH-NORTH-20230923,P0278,WH-NORTH,2023-09-23,934,25,False
INV-P0144-WH-EAST-20230625,P0144,WH-EAST,2023-06-25,1235,94,False
INV-P0112-WH-WEST-20221028,P0112,WH-WEST,2022-10-28,265,50,False
INV-P0100-WH-CENTRAL-20230923,P0100,WH-CENTRAL,2023-09-23,759,42,False
INV-P0003-WH-SOUTH-20230526,P0003,WH-SOUTH,2023-05-26,899,130,False
INV-P0240-WH-SOUTH-20230526,P0240,WH-SOUTH,2023-05-26,1177,114,False
INV-P0384-WH-SOUTH-20220302,P0384,WH-SOUTH,2022-03-02,204,92,False
INV-P0476-WH-SOUTH-20231023,P0476,WH-SOUTH,2023-10-23,1703,86,False
INV-P0339-WH-SOUTH-20230625,P0339,WH-SOUTH,2023-06-25,647,126,False
INV-P0021-WH-CENTRAL-20230426,P0021,WH-CENTRAL,2023-04-26,861,123,False
INV-P0033-WH-SOUTH-20230725,P0033,WH-SOUTH,2023-07-25,1083,131,False
INV-P0144-WH-WEST-20230126,P0144,WH-WEST,2023-01-26,1448,121,False
INV-P0196-WH-EAST-20230725,P0196,WH-EAST,2023-07-25,1547,31,False
INV-P0172-WH-SOUTH-20220630,P0172,WH-SOUTH,2022-06-30,464,63,False
INV-P0116-WH-EAST-20220531,P0116,WH-EAST,2022-05-31,294,85,False
INV-P0126-WH-WEST-20220401,P0126,WH-WEST,2022-04-01,320,100,False
INV-P0227-WH-CENTRAL-20220630,P0227,WH-CENTRAL,2022-06-30,568,69,False
INV-P0185-WH-NORTH-20220829,P0185,WH-NORTH,2022-08-29,863,88,False
INV-P0406-WH-EAST-20220131,P0406,WH-EAST,2022-01-31,712,132,False
INV-P0012-WH-NORTH-20230327,P0012,WH-NORTH,2023-03-27,723,142,False
INV-P0189-WH-NORTH-20230526,P0189,WH-NORTH,2023-05-26,1188,55,False
INV-P0388-WH-WEST-20220730,P0388,WH-WEST,2022-07-30,463,28,False
INV-P0173-WH-CENTRAL-20220928,P0173,WH-CENTRAL,2022-09-28,680,51,False
INV-P0378-WH-NORTH-20230625,P0378,WH-NORTH,2023-06-25,1694,80,False
INV-P0032-WH-WEST-20220531,P0032,WH-WEST,2022-05-31,800,97,False
INV-P0014-WH-NORTH-20230725,P0014,WH-NORTH,2023-07-25,793,127,False
INV-P0392-WH-EAST-20220501,P0392,WH-EAST,2022-05-01,185,129,False
INV-P0001-WH-WEST-20220531,P0001,WH-WEST,2022-05-31,989,130,False
INV-P0470-WH-WEST-20221127,P0470,WH-WEST,2022-11-27,511,38,False
INV-P0140-WH-CENTRAL-20221227,P0140,WH-CENTRAL,2022-12-27,1155,55,False
INV-P0178-WH-SOUTH-20220401,P0178,WH-SOUTH,2022-04-01,939,78,False
INV-P0001-WH-CENTRAL-20231222,P0001,WH-CENTRAL,2023-12-22,1400,53,False
INV-P0240-WH-SOUTH-20230225,P0240,WH-SOUTH,2023-02-25,1168,114,False
INV-P0384-WH-WEST-20230725,P0384,WH-WEST,2023-07-25,1472,97,False
INV-P0385-WH-WEST-20230126,P0385,WH-WEST,2023-01-26,579,62,False
INV-P0271-WH-WEST-20221028,P0271,WH-WEST,2022-10-28,1030,93,False
INV-P0012-WH-SOUTH-20220302,P0012,WH-SOUTH,2022-03-02,777,76,False
INV-P0389-WH-WEST-20231122,P0389,WH-WEST,2023-11-22,910,127,False
INV-P0210-WH-NORTH-20220630,P0210,WH-NORTH,2022-06-30,621,76,False
INV-P0215-WH-EAST-20230923,P0215,WH-EAST,2023-09-23,587,86,False
INV-P0330-WH-SOUTH-20220829,P0330,WH-SOUTH,2022-08-29,140,131,False
INV-P0172-WH-CENTRAL-20230327,P0172,WH-CENTRAL,2023-03-27,906,94,False
INV-P0056-WH-SOUTH-20221227,P0056,WH-SOUTH,2022-12-27,415,84,False
INV-P0016-WH-SOUTH-20220131,P0016,WH-SOUTH,2022-01-31,663,91,False
INV-P0107-WH-CENTRAL-20230126,P0107,WH-CENTRAL,2023-01-26,425,135,False
INV-P0127-WH-WEST-20221127,P0127,WH-WEST,2022-11-27,1029,111,False
INV-P0118-WH-SOUTH-20230225,P0118,WH-SOUTH,2023-02-25,900,90,False
INV-P0294-WH-CENTRAL-20230625,P0294,WH-CENTRAL,2023-06-25,903,149,False
INV-P0433-WH-CENTRAL-20230225,P0433,WH-CENTRAL,2023-02-25,845,73,False
INV-P0202-WH-CENTRAL-20220401,P0202,WH-CENTRAL,2022-04-01,803,109,False
INV-P0217-WH-EAST-20230126,P0217,WH-EAST,2023-01-26,878,43,False
INV-P0346-WH-NORTH-20220531,P0346,WH-NORTH,2022-05-31,395,104,False
INV-P0291-WH-NORTH-20220630,P0291,WH-NORTH,2022-06-30,397,82,False
INV-P0144-WH-EAST-20220401,P0144,WH-EAST,2022-04-01,466,94,False
INV-P0273-WH-NORTH-20220928,P0273,WH-NORTH,2022-09-28,1029,105,False
INV-P0362-WH-EAST-20221028,P0362,WH-EAST,2022-10-28,1158,142,False
INV-P0288-WH-WEST-20220302,P0288,WH-WEST,2022-03-02,690,134,False
INV-P0249-WH-CENTRAL-20220928,P0249,WH-CENTRAL,2022-09-28,1060,123,False
INV-P0043-WH-NORTH-20220401,P0043,WH-NORTH,2022-04-01,952,34,False
INV-P0440-WH-SOUTH-20221028,P0440,WH-SOUTH,2022-10-28,654,46,False
INV-P0159-WH-EAST-20220928,P0159,WH-EAST,2022-09-28,420,106,False
INV-P0209-WH-WEST-20221227,P0209,WH-WEST,2022-12-27,766,27,False
INV-P0451-WH-SOUTH-20220302,P0451,WH-SOUTH,2022-03-02,1071,23,False
INV-P0312-WH-WEST-20220101,P0312,WH-WEST,2022-01-01,199,80,False
INV-P0229-WH-WEST-20221127,P0229,WH-WEST,2022-11-27,1146,70,False
INV-P0217-WH-SOUTH-20220630,P0217,WH-SOUTH,2022-06-30,1313,87,False
INV-P0332-WH-NORTH-20230625,P0332,WH-NORTH,2023-06-25,691,51,False
INV-P0283-WH-EAST-20220501,P0283,WH-EAST,2022-05-01,530,30,False
INV-P0336-WH-WEST-20230625,P0336,WH-WEST,2023-06-25,989,67,False
INV-P0021-WH-CENTRAL-20220829,P0021,WH-CENTRAL,2022-08-29,541,123,False
INV-P0299-WH-WEST-20220401,P0299,WH-WEST,2022-04-01,1262,147,False
INV-P0151-WH-WEST-20220630,P0151,WH-WEST,2022-06-30,549,125,False
INV-P0034-WH-SOUTH-20220730,P0034,WH-SOUTH,2022-07-30,781,29,False
INV-P0352-WH-NORTH-20220101,P0352,WH-NORTH,2022-01-01,882,73,False
INV-P0034-WH-NORTH-20220401,P0034,WH-NORTH,2022-04-01,172,121,False
INV-P0416-WH-WEST-20220101,P0416,WH-WEST,2022-01-01,720,77,False
INV-P0064-WH-NORTH-20220630,P0064,WH-NORTH,2022-06-30,478,117,False
INV-P0262-WH-CENTRAL-20231222,P0262,WH-CENTRAL,2023-12-22,985,104,False
INV-P0056-WH-SOUTH-20220501,P0056,WH-SOUTH,2022-05-01,216,84,False
INV-P0016-WH-NORTH-20220531,P0016,WH-NORTH,2022-05-31,263,44,False
INV-P0252-WH-NORTH-20230126,P0252,WH-NORTH,2023-01-26,1408,86,False
INV-P0131-WH-EAST-20220730,P0131,WH-EAST,2022-07-30,299,61,False
INV-P0163-WH-NORTH-20220302,P0163,WH-NORTH,2022-03-02,321,38,False
INV-P0200-WH-NORTH-20230824,P0200,WH-NORTH,2023-08-24,887,137,False
INV-P0065-WH-SOUTH-20221028,P0065,WH-SOUTH,2022-10-28,500,99,False
INV-P0277-WH-EAST-20220630,P0277,WH-EAST,2022-06-30,231,43,False
INV-P0362-WH-NORTH-20231023,P0362,WH-NORTH,2023-10-23,665,126,False
INV-P0365-WH-NORTH-20220630,P0365,WH-NORTH,2022-06-30,609,77,False
INV-P0456-WH-WEST-20220501,P0456,WH-WEST,2022-05-01,225,106,False
INV-P0347-WH-CENTRAL-20231222,P0347,WH-CENTRAL,2023-12-22,1142,147,False
INV-P0258-WH-NORTH-20221227,P0258,WH-NORTH,2022-12-27,1183,51,False
INV-P0077-WH-NORTH-20230725,P0077,WH-NORTH,2023-07-25,1353,32,False
INV-P0404-WH-WEST-20221127,P0404,WH-WEST,2022-11-27,524,107,False
INV-P0444-WH-EAST-20221028,P0444,WH-EAST,2022-10-28,673,46,False
INV-P0469-WH-CENTRAL-20230225,P0469,WH-CENTRAL,2023-02-25,908,76,False
INV-P0246-WH-NORTH-20231122,P0246,WH-NORTH,2023-11-22,1474,59,False
INV-P0397-WH-CENTRAL-20221028,P0397,WH-CENTRAL,2022-10-28,793,63,False
INV-P0298-WH-NORTH-20220401,P0298,WH-NORTH,2022-04-01,155,90,False
INV-P0272-WH-CENTRAL-20220131,P0272,WH-CENTRAL,2022-01-31,690,33,False
INV-P0242-WH-CENTRAL-20230327,P0242,WH-CENTRAL,2023-03-27,963,145,False
INV-P0313-WH-CENTRAL-20220928,P0313,WH-CENTRAL,2022-09-28,612,105,False
INV-P0007-WH-EAST-20221227,P0007,WH-EAST,2022-12-27,429,26,False
INV-P0070-WH-WEST-20230923,P0070,WH-WEST,2023-09-23,810,33,False
INV-P0337-WH-EAST-20220730,P0337,WH-EAST,2022-07-30,919,108,False
INV-P0256-WH-WEST-20231023,P0256,WH-WEST,2023-10-23,1120,76,False
INV-P0205-WH-WEST-20220401,P0205,WH-WEST,2022-04-01,484,80,False
INV-P0273-WH-WEST-20230225,P0273,WH-WEST,2023-02-25,317,48,False
INV-P0392-WH-NORTH-20221227,P0392,WH-NORTH,2022-12-27,565,115,False
INV-P0102-WH-SOUTH-20221227,P0102,WH-SOUTH,2022-12-27,887,64,False
INV-P0346-WH-EAST-20231222,P0346,WH-EAST,2023-12-22,1590,27,False
INV-P0258-WH-CENTRAL-20220829,P0258,WH-CENTRAL,2022-08-29,537,80,False
INV-P0215-WH-EAST-20230327,P0215,WH-EAST,2023-03-27,498,86,False
INV-P0335-WH-WEST-20230225,P0335,WH-WEST,2023-02-25,805,36,False
INV-P0353-WH-SOUTH-20220302,P0353,WH-SOUTH,2022-03-02,685,130,False
INV-P0125-WH-WEST-20220401,P0125,WH-WEST,2022-04-01,280,110,False
INV-P0007-WH-NORTH-20231122,P0007,WH-NORTH,2023-11-22,1411,97,False
INV-P0254-WH-NORTH-20230327,P0254,WH-NORTH,2023-03-27,510,26,False
INV-P0287-WH-CENTRAL-20220630,P0287,WH-CENTRAL,2022-06-30,234,53,False
INV-P0304-WH-WEST-20220131,P0304,WH-WEST,2022-01-31,876,98,False
INV-P0006-WH-EAST-20230923,P0006,WH-EAST,2023-09-23,621,147,False
INV-P0264-WH-NORTH-20220829,P0264,WH-NORTH,2022-08-29,663,60,False
INV-P0459-WH-WEST-20221028,P0459,WH-WEST,2022-10-28,945,36,False
INV-P0182-WH-NORTH-20231222,P0182,WH-NORTH,2023-12-22,789,70,False
INV-P0118-WH-WEST-20220101,P0118,WH-WEST,2022-01-01,583,65,False
INV-P0437-WH-CENTRAL-20230625,P0437,WH-CENTRAL,2023-06-25,1014,55,False
INV-P0399-WH-WEST-20221028,P0399,WH-WEST,2022-10-28,0,90,True
INV-P0226-WH-WEST-20220131,P0226,WH-WEST,2022-01-31,291,112,False
INV-P0466-WH-SOUTH-20220928,P0466,WH-SOUTH,2022-09-28,116,90,False
INV-P0178-WH-WEST-20230126,P0178,WH-WEST,2023-01-26,683,78,False
INV-P0398-WH-NORTH-20230824,P0398,WH-NORTH,2023-08-24,1008,88,False
INV-P0087-WH-EAST-20231222,P0087,WH-EAST,2023-12-22,1538,92,False
INV-P0369-WH-EAST-20230225,P0369,WH-EAST,2023-02-25,348,46,False
INV-P0012-WH-CENTRAL-20230225,P0012,WH-CENTRAL,2023-02-25,1040,64,False
INV-P0214-WH-NORTH-20230327,P0214,WH-NORTH,2023-03-27,58,32,False
INV-P0165-WH-NORTH-20221028,P0165,WH-NORTH,2022-10-28,306,115,False
INV-P0127-WH-NORTH-20220101,P0127,WH-NORTH,2022-01-01,140,68,False
INV-P0309-WH-SOUTH-20220501,P0309,WH-SOUTH,2022-05-01,999,70,False
INV-P0101-WH-WEST-20230625,P0101,WH-WEST,2023-06-25,905,25,False
INV-P0165-WH-NORTH-20231222,P0165,WH-NORTH,2023-12-22,759,115,False
INV-P0134-WH-EAST-20231023,P0134,WH-EAST,2023-10-23,566,148,False
INV-P0219-WH-EAST-20220928,P0219,WH-EAST,2022-09-28,849,100,False
INV-P0187-WH-WEST-20220131,P0187,WH-WEST,2022-01-31,0,87,True
INV-P0041-WH-CENTRAL-20220302,P0041,WH-CENTRAL,2022-03-02,685,136,False
INV-P0347-WH-WEST-20220401,P0347,WH-WEST,2022-04-01,349,142,False
INV-P0351-WH-NORTH-20220829,P0351,WH-NORTH,2022-08-29,2,31,True
INV-P0451-WH-CENTRAL-20230126,P0451,WH-CENTRAL,2023-01-26,439,30,False
INV-P0121-WH-EAST-20230526,P0121,WH-EAST,2023-05-26,131,26,False
INV-P0056-WH-CENTRAL-20220101,P0056,WH-CENTRAL,2022-01-01,606,114,False
INV-P0050-WH-SOUTH-20230426,P0050,WH-SOUTH,2023-04-26,1111,66,False
INV-P0052-WH-EAST-20220101,P0052,WH-EAST,2022-01-01,952,39,False
INV-P0373-WH-CENTRAL-20230824,P0373,WH-CENTRAL,2023-08-24,1159,29,False
INV-P0130-WH-SOUTH-20230824,P0130,WH-SOUTH,2023-08-24,924,146,False
INV-P0036-WH-WEST-20230225,P0036,WH-WEST,2023-02-25,450,93,False
INV-P0262-WH-WEST-20220928,P0262,WH-WEST,2022-09-28,897,45,False
INV-P0413-WH-SOUTH-20220501,P0413,WH-SOUTH,2022-05-01,945,47,False
INV-P0283-WH-CENTRAL-20220730,P0283,WH-CENTRAL,2022-07-30,637,120,False
INV-P0268-WH-SOUTH-20230824,P0268,WH-SOUTH,2023-08-24,1099,131,False
INV-P0073-WH-EAST-20220531,P0073,WH-EAST,2022-05-31,1219,121,False
INV-P0271-WH-SOUTH-20230526,P0271,WH-SOUTH,2023-05-26,740,26,False
INV-P0113-WH-SOUTH-20230725,P0113,WH-SOUTH,2023-07-25,985,93,False
INV-P0353-WH-SOUTH-20230625,P0353,WH-SOUTH,2023-06-25,653,130,False
INV-P0155-WH-SOUTH-20230625,P0155,WH-SOUTH,2023-06-25,758,118,False
INV-P0139-WH-CENTRAL-20230526,P0139,WH-CENTRAL,2023-05-26,1105,45,False
INV-P0312-WH-EAST-20230126,P0312,WH-EAST,2023-01-26,922,108,False
INV-P0231-WH-SOUTH-20220730,P0231,WH-SOUTH,2022-07-30,272,49,False
INV-P0278-WH-CENTRAL-20230225,P0278,WH-CENTRAL,2023-02-25,571,82,False
INV-P0164-WH-SOUTH-20220630,P0164,WH-SOUTH,2022-06-30,1146,69,False
INV-P0252-WH-SOUTH-20220730,P0252,WH-SOUTH,2022-07-30,1043,23,False
INV-P0235-WH-CENTRAL-20220928,P0235,WH-CENTRAL,2022-09-28,245,119,False
INV-P0458-WH-WEST-20220302,P0458,WH-WEST,2022-03-02,565,111,False
INV-P0334-WH-WEST-20230725,P0334,WH-WEST,2023-07-25,1657,29,False
INV-P0414-WH-NORTH-20220501,P0414,WH-NORTH,2022-05-01,205,81,False
INV-P0310-WH-WEST-20230824,P0310,WH-WEST,2023-08-24,1123,131,False
INV-P0288-WH-SOUTH-20221028,P0288,WH-SOUTH,2022-10-28,486,69,False
INV-P0317-WH-EAST-20230923,P0317,WH-EAST,2023-09-23,591,148,False
INV-P0450-WH-CENTRAL-20230327,P0450,WH-CENTRAL,2023-03-27,744,136,False
INV-P0010-WH-SOUTH-20230327,P0010,WH-SOUTH,2023-03-27,947,33,False
INV-P0310-WH-CENTRAL-20220401,P0310,WH-CENTRAL,2022-04-01,753,135,False
INV-P0081-WH-SOUTH-20220928,P0081,WH-SOUTH,2022-09-28,913,30,False
INV-P0304-WH-SOUTH-20220131,P0304,WH-SOUTH,2022-01-31,332,95,False
INV-P0455-WH-SOUTH-20220829,P0455,WH-SOUTH,2022-08-29,706,27,False
INV-P0282-WH-NORTH-20230625,P0282,WH-NORTH,2023-06-25,710,103,False
INV-P0443-WH-SOUTH-20230225,P0443,WH-SOUTH,2023-02-25,169,43,False
INV-P0270-WH-NORTH-20231023,P0270,WH-NORTH,2023-10-23,394,75,False
INV-P0169-WH-NORTH-20220630,P0169,WH-NORTH,2022-06-30,933,126,False
INV-P0256-WH-SOUTH-20230824,P0256,WH-SOUTH,2023-08-24,708,72,False
INV-P0313-WH-WEST-20221127,P0313,WH-WEST,2022-11-27,720,28,False
INV-P0479-WH-EAST-20230126,P0479,WH-EAST,2023-01-26,1094,49,False
INV-P0113-WH-NORTH-20220928,P0113,WH-NORTH,2022-09-28,412,87,False
INV-P0156-WH-CENTRAL-20220101,P0156,WH-CENTRAL,2022-01-01,448,72,False
INV-P0242-WH-CENTRAL-20220630,P0242,WH-CENTRAL,2022-06-30,701,145,False
INV-P0474-WH-WEST-20220928,P0474,WH-WEST,2022-09-28,1350,95,False
INV-P0131-WH-SOUTH-20220101,P0131,WH-SOUTH,2022-01-01,715,54,False
INV-P0035-WH-CENTRAL-20221127,P0035,WH-CENTRAL,2022-11-27,983,112,False
INV-P0214-WH-EAST-20220730,P0214,WH-EAST,2022-07-30,790,114,False
INV-P0197-WH-CENTRAL-20221227,P0197,WH-CENTRAL,2022-12-27,1071,98,False
INV-P0302-WH-WEST-20230923,P0302,WH-WEST,2023-09-23,834,94,False
INV-P0133-WH-NORTH-20221028,P0133,WH-NORTH,2022-10-28,174,91,False
INV-P0081-WH-EAST-20220501,P0081,WH-EAST,2022-05-01,634,139,False
INV-P0337-WH-SOUTH-20220928,P0337,WH-SOUTH,2022-09-28,956,125,False
INV-P0364-WH-CENTRAL-20230824,P0364,WH-CENTRAL,2023-08-24,333,108,False
INV-P0216-WH-SOUTH-20231122,P0216,WH-SOUTH,2023-11-22,1023,117,False
INV-P0153-WH-SOUTH-20220302,P0153,WH-SOUTH,2022-03-02,453,135,False
INV-P0223-WH-EAST-20220531,P0223,WH-EAST,2022-05-31,479,60,False
INV-P0119-WH-NORTH-20230725,P0119,WH-NORTH,2023-07-25,902,130,False
INV-P0142-WH-SOUTH-20230225,P0142,WH-SOUTH,2023-02-25,1113,46,False
INV-P0262-WH-WEST-20231023,P0262,WH-WEST,2023-10-23,1061,45,False
INV-P0285-WH-WEST-20220531,P0285,WH-WEST,2022-05-31,636,144,False
INV-P0303-WH-NORTH-20220829,P0303,WH-NORTH,2022-08-29,766,118,False
INV-P0380-WH-WEST-20230824,P0380,WH-WEST,2023-08-24,1219,61,False
INV-P0247-WH-NORTH-20230625,P0247,WH-NORTH,2023-06-25,975,118,False
INV-P0417-WH-WEST-20230526,P0417,WH-WEST,2023-05-26,968,139,False
INV-P0093-WH-NORTH-20220829,P0093,WH-NORTH,2022-08-29,405,57,False
INV-P0226-WH-NORTH-20221028,P0226,WH-NORTH,2022-10-28,512,64,False
INV-P0145-WH-SOUTH-20231222,P0145,WH-SOUTH,2023-12-22,1370,100,False
INV-P0267-WH-WEST-20230426,P0267,WH-WEST,2023-04-26,1122,76,False
INV-P0125-WH-CENTRAL-20220730,P0125,WH-CENTRAL,2022-07-30,1090,123,False
INV-P0460-WH-SOUTH-20231023,P0460,WH-SOUTH,2023-10-23,823,61,False
INV-P0232-WH-NORTH-20220829,P0232,WH-NORTH,2022-08-29,1387,33,False
INV-P0375-WH-SOUTH-20230824,P0375,WH-SOUTH,2023-08-24,960,49,False
INV-P0101-WH-WEST-20230327,P0101,WH-WEST,2023-03-27,879,25,False
INV-P0264-WH-EAST-20220730,P0264,WH-EAST,2022-07-30,1069,99,False
INV-P0359-WH-CENTRAL-20230126,P0359,WH-CENTRAL,2023-01-26,1023,41,False
INV-P0462-WH-WEST-20220531,P0462,WH-WEST,2022-05-31,1021,29,False
INV-P0059-WH-SOUTH-20220401,P0059,WH-SOUTH,2022-04-01,1127,63,False
INV-P0396-WH-WEST-20230923,P0396,WH-WEST,2023-09-23,1271,65,False
INV-P0434-WH-SOUTH-20230625,P0434,WH-SOUTH,2023-06-25,592,91,False
INV-P0156-WH-NORTH-20220531,P0156,WH-NORTH,2022-05-31,1045,61,False
INV-P0108-WH-SOUTH-20231222,P0108,WH-SOUTH,2023-12-22,1357,63,False
INV-P0323-WH-NORTH-20230126,P0323,WH-NORTH,2023-01-26,1235,48,False
INV-P0144-WH-SOUTH-20230327,P0144,WH-SOUTH,2023-03-27,153,126,False
INV-P0213-WH-CENTRAL-20220302,P0213,WH-CENTRAL,2022-03-02,765,56,False
INV-P0391-WH-WEST-20220302,P0391,WH-WEST,2022-03-02,1093,137,False
INV-P0195-WH-NORTH-20220730,P0195,WH-NORTH,2022-07-30,458,127,False
INV-P0049-WH-SOUTH-20231222,P0049,WH-SOUTH,2023-12-22,709,58,False
INV-P0014-WH-NORTH-20230327,P0014,WH-NORTH,2023-03-27,718,127,False
